Title,Title_URL,Image,textweb_textsc1cyx7780,Price,textweb_textsc1cyx77801,chipsc11o9f920,button_styledbuttonsc1py7swr0,Title1,Text,Author,Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23,Field24,Field25,Field26,Field27,Field28,Field29,Field30,Field31,Field32,Field33,Field34,Field35,Field36,Field37,Field38,Field39,Field40,Field41,Field42,Field43,Field44,Field45,Field46,Field47,Field48,Field49,Field50
"Daikin 1 Ton 5 Star Inverter Split AC, FTKM35U (100 Percent Copper, PM 2.5 Air Purification Filer, High ISEER Rating, 3D Airflow, Dew Clean technology, 2023)",https://www.reliancedigital.in/daikin-1-ton-5-star-inverter-split-ac-ftkm35u-100-percent-copper-pm-2-5-air-purification-filer-high-iseer-rating-3d-airflow-dew-clean-technology-2023-/p/581026891,https://www.reliancedigital.in/medias/Daikin-FTKM35U-Air-Conditioners-581026891-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMTI5MnxpbWFnZS9qcGVnfGltYWdlcy9oYTkvaDM5Lzk4MDQwNTM5NzA5NzQuanBnfDI1YTNkMGQzMDc1MWQxYzEwYzIzNTZiZjdjYjc3ZmMwNzZhYTQxODYzMmYxZTc0M2FkMDFkYmQzODc0MzRiNTE,"39,990.00","55,500.00","28%(₹15,510)",OFFERS AVAILABLE, Wishlist,,"For hassle free installation services, scan the QR code and download the resQ app or contact customer care at 18008891055. Image attached.

",SafeStab VST400D Plus Digital Voltage Stabilizer for AC,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,"Specifications (Daikin 1 Ton 5 Star Inverter Split AC, FTKM35...)", General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty, Manufacturing & Packing Information,,,,,"3M Dust, Pollen and Allergen Filter for Split Air Conditioners, UU010497988, White",,,
"DAIKIN 1.5 Ton 5 Star Inverter Split AC MTKM50U (100 Percent Copper,High ISEER, 3D-Airflow, PM2.5 Air Purifying filter, Dew clean technology, 52 Feet Air throw, 2023)",https://www.reliancedigital.in/daikin-1-5-ton-5-star-inverter-split-ac-mtkm50u-100-percent-copper-high-iseer-3d-airflow-pm2-5-air-purifying-filter-dew-clean-technology-52-feet-air-throw-2023-/p/581026915,https://www.reliancedigital.in/medias/Daikin-MTKM50U-Air-Conditioners-581026915-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMTMyM3xpbWFnZS9qcGVnfGltYWdlcy9oZDEvaGEwLzk4MDQwMzk1NTMwNTQuanBnfDllMjYzY2YyZDEyNzgwNDJkMDQzMDJlNTY2Yjk4ZTY2MzhiYmRkYjQ2MDJmMDI4ZjAyNmIzZmUyNjFiNmZkZDM,"41,790.00","67,200.00","38%(₹25,410)",OFFERS AVAILABLE, Wishlist,,"
* This DAIKIN MTKM50U Air condition image is for illustration purpose only. Actual image may vary.




With Daikin's high ISEER models, you get a product with a rating of 5.2* ISEER, which is best in the 5 star category and is extremely energy efficient. As per BEE standard, the qualifying criteria for 5 star rating AC is of 4.5 ISEER. It ensures that you get the high performance(15% Higher ISEER) in the 5 star category


* This DAIKIN MTKM50U Air condition image is for illustration purpose only. Actual image may vary.




Are you sure inverter ACs, save money? Daikin's inverter technology is best in class because it has the widest range of compressor frequencies. You can witness the same with Daikin’s triple display feature. It enables you to witness power saving due to inverter technology in form of estimated power consumption percentage of your AC in at any given point in time, on real time basis along with set/room temperature and error code.


* This DAIKIN MTKM50U Air condition image is for illustration purpose only. Actual image may vary.




Dew Clean Technology is a one button operation, that, when activated, automatically cleans the evaporator coil of the indoor unit heat exchanger by utilizing condensate water. This allows for better cleaning of Indoor Unit Heat Exchanger which ensures better airflow & consistent cooling performance throughout the year.


* This DAIKIN MTKM50U ir condition image is for illustration purpose only. Actual image may vary.




It is capable to Trap fine air particles upto 2.5 microns resulting clean and pure inside air.


* This DAIKIN MTKM50U Air condition image is for illustration purpose only. Actual image may vary.




Now, you do not need to worry about air conditioner operations at high ambient temperature. This model works upto 54 deg Celsius ambient temperature.


* This DAIKIN MTKM50U ir condition image is for illustration purpose only. Actual image may vary.




3D Airflow ensures 4 way automatic uniform cooling at every corner of your room for a great air conditioning experience.


* This DAIKIN MTKM50U Air condition image is for illustration purpose only. Actual image may vary.




This machine is equipped with Stabilizer inside which removes its dependency from the external stabilizer. This is different from stabilizer free operation as it regulates voltage too


* This DAIKIN MTKM50U Air condition image is for illustration purpose only. Actual image may vary.




Power chill operation of your AC ensures instant and faster cooling even in the extreme heat conditions. It cools 20% faster than the normal mode providing instant relief from the heat.


* This DAIKIN MTKM50U Air condition image is for illustration purpose only. Actual image may vary.




Econo mode enables efficient operation by limiting the maximum power consumption. It is useful when using the air-conditioner and other electrical devices simultaneously on a shared electrical circuit. This mode helps you in reducing your electricity bills.


* This DAIKIN MTKM50U Air condition image is for illustration purpose only. Actual image may vary.




R32 (Green Refrigerant) has zero Ozone Depletion Potential (ODP) and Modified Global Warming Potential (GWP) of 472, compared to R410A’s Modified GWP of 2,027. Also R32 is a single component refrigerant, which makes it easy to recycle. It is because of these reasons that R32 offers the lowest total emissions and best overall life cycle climate performance.


* This DAIKIN MTKM50U Air condition image is for illustration purpose only. Actual image may vary.




Radiant cooling enhances comfort cooling by evenly distributing air in every corner of the room. With the help of one click on your remote control, experience enhanced comfort.


* This DAIKIN MTKM50U Air condition image is for illustration purpose only. Actual image may vary.




Daikin air conditioners Condensers are equipped with 100% copper coils which functions as the backbone for robust air conditioning system.


* This DAIKIN MTKM50U Air condition image is for illustration purpose only. Actual image may vary.




For hassle free installation services, scan the QR code and download the resQ app or contact customer care at 18008891055. Image attached.


",SafeStab VST400D Plus Digital Voltage Stabilizer for AC,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (DAIKIN 1.5 Ton 5 Star Inverter Split AC MTKM5...), General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty, Manufacturing & Packing Information,,,,,"3M Dust, Pollen and Allergen Filter for Split Air Conditioners, UU010497988, White",,,
"DAIKIN 1.5 Ton 4 Star Inverter Split AC MTKL50U (100 Percent Copper, 3D-Airflow, Triple Display, Dew clean technology, 52 Feet Air throw, 2022 Launch)",https://www.reliancedigital.in/daikin-1-5-ton-4-star-inverter-split-ac-mtkl50u-100-percent-copper-3d-airflow-triple-display-dew-clean-technology-52-feet-air-throw-2022-launch-/p/581026900,https://www.reliancedigital.in/medias/Daikin-MTKL50U-Air-Conditioners-581026900-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxODEwNHxpbWFnZS9qcGVnfGltYWdlcy9oNjYvaGQ0Lzk4MDQwNzYyNTMyMTQuanBnfDFkNzk1MGFhN2M4YTI3OTk0Yzg4YjQ1NzM4MTM3MzJmYTM5YTE3ZDAyODdkODRkNDU2ZjQxY2Y3NjE5ODI3MmQ,"38,990.00","58,400.00","33%(₹19,410)",OFFERS AVAILABLE, Wishlist,,"Upgrade to Daikin's best in class Inverter technology with Daikin 4 Star Standard+ Series. This AC comes with- Triple Display (Power consumption %age, Set/Room Temperature & Auto error code) | Dew clean technology that cleans indoor unit coil with a press of button | Power chill operation to ensure quick cooling | Operates till 52 °C | WiFi upgradable with Optional WiFi Kit (not included with Product)

For hassle free installation services, scan the QR code and download the resQ app or contact customer care at 18008891055. Image attached.


",SafeStab VST400D Plus Digital Voltage Stabilizer for AC,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (DAIKIN 1.5 Ton 4 Star Inverter Split AC MTKL5...), General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty, Manufacturing & Packing Information,,,,,"3M Dust, Pollen and Allergen Filter for Split Air Conditioners, UU010497988, White",,,
"O'General 1.5 Ton 5 Star Hyper Tropical Split Inverter AC, ASGG18CGTB (100 Percent Copper, PM 2.5 Air purifying filter, Double swing 3D Airflow, Silicon Coated PCB, Washable Panel)",https://www.reliancedigital.in/o-general-1-5-ton-5-star-hyper-tropical-split-inverter-ac-asgg18cgtb-100-percent-copper-pm-2-5-air-purifying-filter-double-swing-3d-airflow-silicon-coated-pcb-washable-panel-/p/581026976,https://www.reliancedigital.in/medias/General-ASGG18CGTB-Air-Conditioners-581026976-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMDA2MXxpbWFnZS9qcGVnfGltYWdlcy9oMjUvaDU0Lzk5NzQwNzAzMTI5OTAuanBnfDY3NTg5MmJjZGFjYTk5YzQ4OWI0ODViYzIwMjM3Y2JjZmNiM2EwZDQxM2U2Mjg4NDE4ZmYxOGIwNjIyNjE5NzA,"63,490.00","70,530.00","10%(₹7,040)",OFFERS AVAILABLE, Wishlist,,"For hassle free installation services, scan the QR code and download the resQ app or contact customer care at 18008891055. Image attached.

",SafeStab VST400D Plus Digital Voltage Stabilizer for AC,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (O'General 1.5 Ton 5 Star Hyper Tropical Split...), General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty, Manufacturing & Packing Information,,,,,"3M Dust, Pollen and Allergen Filter for Split Air Conditioners, UU010497988, White",,,
"O'General 1.5 Ton 3 Star Tropical Split Inverter AC, ASGA18CLWA (100 Percent Copper, Wide Angle Louvers,Coanda Airflow, Washable Panel, Blue Fin coating)",https://www.reliancedigital.in/o-general-1-5-ton-3-star-tropical-split-inverter-ac-asga18clwa-100-percent-copper-wide-angle-louvers-coanda-airflow-washable-panel-blue-fin-coating-/p/581026990,https://www.reliancedigital.in/medias/General-ASGA18CLWA-Air-Conditioners-581026990-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMjY2M3xpbWFnZS9qcGVnfGltYWdlcy9oNjAvaDJhLzk5NzQwNjk2NTc2MzAuanBnfDI2NjRmYjhmNWQyNmY0OWY5OTgxZDNiODRkYjVlNzA1ZmE3YWY3Y2JiOTc0YzFhYzk3OWM1MGZiZDRmYjU3MDM,"51,990.00","57,900.00","10%(₹5,910)",OFFERS AVAILABLE, Wishlist,,"For hassle free installation services, scan the QR code and download the resQ app or contact customer care at 18008891055. Image attached.

",SafeStab VST400D Plus Digital Voltage Stabilizer for AC,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (O'General 1.5 Ton 3 Star Tropical Split Inver...), General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty, Manufacturing & Packing Information,,,,,"3M Dust, Pollen and Allergen Filter for Split Air Conditioners, UU010497988, White",,,
"Daikin 1.8 Ton 5 Star Inverter Split AC, FTKM60U (100 Percent Copper, PM 2.5 Air Purification Filer, High ISEER Rating, 3D Airflow, Dew Clean technology, 2023)",https://www.reliancedigital.in/daikin-1-8-ton-5-star-inverter-split-ac-ftkm60u-100-percent-copper-pm-2-5-air-purification-filer-high-iseer-rating-3d-airflow-dew-clean-technology-2023-/p/581026893,https://www.reliancedigital.in/medias/Daikin-FTKM60U-Air-Conditioners-581026893-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMTE3MnxpbWFnZS9qcGVnfGltYWdlcy9oYjcvaDA0Lzk4MDQwNTk4NjkyMTQuanBnfGI5Y2ZlZmZkYzIzODBkMWQ1NjBhZWY4ZTlkMWIzOGZjZWVjM2Y2Njg0MGQzZjRlZWM3NDNkOGI5ZGYzYTg3YmE,"60,490.00","83,900.00","28%(₹23,410)",OFFERS AVAILABLE, Wishlist,,"
* This DAIKIN FTKM60U Air conditioner image is for illustration purpose only. Actual image may vary.




With Daikin's high ISEER models, you get a product with a rating of 5.2* ISEER, which is best in the 5 star category and is extremely energy efficient. As per BEE standard, the qualifying criteria for 5 star rating AC is of 4.5 ISEER. It ensures that you get the high performance(15% Higher ISEER) in the 5 star category


* This DAIKIN FTKM60U Air conditioner image is for illustration purpose only. Actual image may vary.




Are you sure inverter ACs, save money? Daikin's inverter technology is best in class because it has the widest range of compressor frequencies. You can witness the same with Daikin’s triple display feature. It enables you to witness power saving due to inverter technology in form of estimated power consumption percentage of your AC in at any given point in time, on real time basis along with set/room temperature and error code.


* This DAIKIN FTKM60U Air conditioner image is for illustration purpose only. Actual image may vary.




Dew Clean Technology is a one button operation, that, when activated, automatically cleans the evaporator coil of the indoor unit heat exchanger by utilizing condensate water. This allows for better cleaning of Indoor Unit Heat Exchanger which ensures better airflow & consistent cooling performance throughout the year.


* This DAIKIN FTKM60U Air conditioner image is for illustration purpose only. Actual image may vary.




It is capable to Trap fine air particles upto 2.5 microns resulting clean and pure inside air.


* This DAIKIN FTKM60U Air conditioner image is for illustration purpose only. Actual image may vary.




Now, you do not need to worry about air conditioner operations at high ambient temperature. This model works upto 54 deg Celsius ambient temperature.


* This DAIKIN FTKM60U Air conditioner image is for illustration purpose only. Actual image may vary.




3D Airflow ensures 4 way automatic uniform cooling at every corner of your room for a great air conditioning experience.


* This DAIKIN FTKM60U Air conditioner image is for illustration purpose only. Actual image may vary.




This machine is equipped with Stabilizer inside which removes its dependency from the external stabilizer. This is different from stabilizer free operation as it regulates voltage too


* This DAIKIN FTKM60U Air conditioner image is for illustration purpose only. Actual image may vary.




Power chill operation of your AC ensures instant and faster cooling even in the extreme heat conditions. It cools 20% faster than the normal mode providing instant relief from the heat.


* This DAIKIN FTKM60U Air conditioner image is for illustration purpose only. Actual image may vary.




Econo mode enables efficient operation by limiting the maximum power consumption. It is useful when using the air-conditioner and other electrical devices simultaneously on a shared electrical circuit. This mode helps you in reducing your electricity bills.


* This DAIKIN FTKM60U Air conditioner image is for illustration purpose only. Actual image may vary.




R32 (Green Refrigerant) has zero Ozone Depletion Potential (ODP) and Modified Global Warming Potential (GWP) of 472, compared to R410A’s Modified GWP of 2,027. Also R32 is a single component refrigerant, which makes it easy to recycle. It is because of these reasons that R32 offers the lowest total emissions and best overall life cycle climate performance.


* This DAIKIN FTKM60U Air conditioner image is for illustration purpose only. Actual image may vary.




Radiant cooling enhances comfort cooling by evenly distributing air in every corner of the room. With the help of one click on your remote control, experience enhanced comfort.


* This DAIKIN FTKM60U Air conditioner image is for illustration purpose only. Actual image may vary.




Daikin air conditioners Condensers are equipped with 100% copper coils which functions as the backbone for robust air conditioning system.


* This DAIKIN FTKM60U Air conditioner image is for illustration purpose only. Actual image may vary.




For hassle free installation services, scan the QR code and download the resQ app or contact customer care at 18008891055. Image attached.


",SafeStab VST400D Plus Digital Voltage Stabilizer for AC,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,"Specifications (Daikin 1.8 Ton 5 Star Inverter Split AC, FTKM...)", General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty, Manufacturing & Packing Information,,,,,"3M Dust, Pollen and Allergen Filter for Split Air Conditioners, UU010497988, White",,,
"O'General 1.8 Ton 3 Star Tropical Split Inverter AC, ASGA22CLWA (100 Percent Copper, Wide Angle Louvers, Coanda Airflow, Washable Panel, Blue Fin coating)",https://www.reliancedigital.in/o-general-1-8-ton-3-star-tropical-split-inverter-ac-asga22clwa-100-percent-copper-wide-angle-louvers-coanda-airflow-washable-panel-blue-fin-coating-/p/581026991,https://www.reliancedigital.in/medias/OGeneral-ASGA22CLWA-Split-AC-581026991-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMjUzN3xpbWFnZS9wbmd8aW1hZ2VzL2g0ZS9oM2EvOTgyMjc5NjkzOTI5NC5wbmd8NjExYjgxNzgyMzAxNjgxZTQ3ZGUwNzJhMGY3NmFjY2FiYTU1YTRhNGUyMzZhMTg2YTA3ZWY0ZWMwODY2OTdiNg,"64,490.00","71,580.00","10%(₹7,090)",OFFERS AVAILABLE, Wishlist,,"For hassle free installation services, scan the QR code and download the resQ app or contact customer care at 18008891055. Image attached.

",SafeStab VST400D Plus Digital Voltage Stabilizer for AC,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (O'General 1.8 Ton 3 Star Tropical Split Inver...), General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty, Manufacturing & Packing Information,,,,,"3M Dust, Pollen and Allergen Filter for Split Air Conditioners, UU010497988, White",,,
"Daikin 1 Ton 3 Star ATKL35U Inverter Split AC (100 Percent Copper, 3D Airflow 4 Way Swing, Triple Display, 52 Feet Air throw, Dew Clean Technology, 2023)",https://www.reliancedigital.in/daikin-1-ton-3-star-atkl35u-inverter-split-ac-100-percent-copper-3d-airflow-4-way-swing-triple-display-52-feet-air-throw-dew-clean-technology-2023-/p/581027039,https://www.reliancedigital.in/medias/Daikin-ATKL35U-Air-Conditioners-581027039-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMzMwMnxpbWFnZS9qcGVnfGltYWdlcy9oMjYvaDM4Lzk5NzQwODMxNTgwNDYuanBnfDFlMmEyOWE1MmUzZDRiNDYyMWMwMWUzOGFkYjI4NWEzNzIxMDAxYjM1YWYxZTJlMjQ2MjVkMjE4NTY5MTIzYjQ,"36,990.00","48,200.00","23%(₹11,210)",OFFERS AVAILABLE, Wishlist,,"Daikin 1 Ton 3 Star ATKL35U Inverter Split AC  (100 Percent Copper, 3D Airflow 4 Way Swing, Triple Display, 52 Feet Air throw, Dew Clean Technology, 2022 Launch)",SafeStab VST400D Plus Digital Voltage Stabilizer for AC,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (Daikin 1 Ton 3 Star ATKL35U Inverter Split AC...), General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty, Manufacturing & Packing Information,,,,,"3M Dust, Pollen and Allergen Filter for Split Air Conditioners, UU010497988, White",,,
"Daikin 1.5 Ton 3 Star Inverter Split AC, ATKL50U (100 Percent Copper, 3D Airflow 4 Way Swing, Triple Display, 52 Feet Air throw, Dew Clean Technology, 2023)",https://www.reliancedigital.in/daikin-1-5-ton-3-star-inverter-split-ac-atkl50u-100-percent-copper-3d-airflow-4-way-swing-triple-display-52-feet-air-throw-dew-clean-technology-2023-/p/581027040,https://www.reliancedigital.in/medias/Daikin-ATKL50U-Air-Conditioners-581027040-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMjIyN3xpbWFnZS9qcGVnfGltYWdlcy9oNmUvaDk4Lzk5NzQwODU0NTE4MDYuanBnfGRhMzlmYTA5NGRjMjhkMTJhY2VmNDBmMGExY2I4ZmJlYWZiMzllOGYzYjU3NTE3OWI4ZWIxNGMwYjBlNDhjOWY,"36,090.00","58,400.00","38%(₹22,310)",OFFERS AVAILABLE, Wishlist,,"Daikin 1.5 Ton 3 Star ATKL50U Inverter Split AC (100 Percent Copper, 3D Airflow 4 Way Swing, Triple Display, 52 Feet Air throw, Dew Clean Technology, 2022 Launch)",SafeStab VST400D Plus Digital Voltage Stabilizer for AC,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,"Specifications (Daikin 1.5 Ton 3 Star Inverter Split AC, ATKL...)", General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty, Manufacturing & Packing Information,,,,,"3M Dust, Pollen and Allergen Filter for Split Air Conditioners, UU010497988, White",,,
"Daikin 1.5 Ton 3 Star FTHT50UV Inverter Split AC (100 Percent Copper, 3D Airflow, PM2.5 Air purifying filter,Econo Mode, Minus 10 degree C to 54 degree C operating range, 2023)",https://www.reliancedigital.in/daikin-1-5-ton-3-star-ftht50uv-inverter-split-ac-100-percent-copper-3d-airflow-pm2-5-air-purifying-filter-econo-mode-minus-10-degree-c-to-54-degree-c-operating-range-2023-/p/581027045,https://www.reliancedigital.in/medias/Daikin-FTHT50UV-Air-Conditioners-581027045-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNTkwNHxpbWFnZS9qcGVnfGltYWdlcy9oN2YvaGNmLzk5NzQwNDgzNTg0MzAuanBnfDU1YmFjNDI2ODk5NzhhNTY5ZTNiNjM0Nzc2MTQyMTUyYTJmZWQzZjU5MzZhMGIwZWYzNDRlYTBlOGMzNDhkODQ,"41,990.00","61,300.00","32%(₹19,310)",OFFERS AVAILABLE, Wishlist,,Daikin 1.5 Ton 3 Star Hot and Cold Series FTHT50UV Inverter Split AC,SafeStab VST400D Plus Digital Voltage Stabilizer for AC,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (Daikin 1.5 Ton 3 Star FTHT50UV Inverter Split...), General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty, Manufacturing & Packing Information,,,,,"3M Dust, Pollen and Allergen Filter for Split Air Conditioners, UU010497988, White",,,
"Daikin 1.8 Ton 3 Star FTHT60UV Inverter Split AC (100 Percent Copper, 3D Airflow, PM2.5 Air purifying filter,Econo Mode,-10°C to 54°C operating range, 2023)",https://www.reliancedigital.in/daikin-1-8-ton-3-star-ftht60uv-inverter-split-ac-100-percent-copper-3d-airflow-pm2-5-air-purifying-filter-econo-mode--10-c-to-54-c-operating-range-2023-/p/581027046,https://www.reliancedigital.in/medias/Daikin-FTHT60UV-Air-Conditioners-581027046-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNTkxOXxpbWFnZS9qcGVnfGltYWdlcy9oYmIvaGQ1Lzk5NzQwNDcwNDc3MTAuanBnfGFkMTI0NzAwYzMyMDY0ZDA1ZDI0MzE2YTA0MjdlN2Q4YzlhMGU4NzEyZWMwYjEyMGM4OWMyOGY3MTM4NGJjMTU,"55,990.00","76,600.00","27%(₹20,610)",OFFERS AVAILABLE, Wishlist,,Daikin 1.8 Ton 3 Star Hot and Cold Series FTHT60UV Inverter Split AC,SafeStab VST400D Plus Digital Voltage Stabilizer for AC,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (Daikin 1.8 Ton 3 Star FTHT60UV Inverter Split...), General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty, Manufacturing & Packing Information,,,,,"3M Dust, Pollen and Allergen Filter for Split Air Conditioners, UU010497988, White",,,
"Daikin 2.02 Ton 3 Star FTKL71U Inverter Split AC (100 Percent Copper, PM 2.5 Air Purifying Filter, 3D Airflow 4 Way Swing, 52 Feet Air throw, 2023)",https://www.reliancedigital.in/daikin-2-02-ton-3-star-ftkl71u-inverter-split-ac-100-percent-copper-pm-2-5-air-purifying-filter-3d-airflow-4-way-swing-52-feet-air-throw-2023-/p/581027043,https://www.reliancedigital.in/medias/Daikin-FTKL71U-Air-Conditioners-581027043-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNDQ3OHxpbWFnZS9qcGVnfGltYWdlcy9oZGIvaDMxLzk5NzQwNDQ0MjYyNzAuanBnfGU4ZDQ1MTZkYWQ5OThiNzYzMDllOTExZDZjZmFlMjEwZjQ1MGZiMDlhYzk1NmQ0NGJlODg3YTRjM2ZlNDQ5NDg,"61,990.00","86,800.00","29%(₹24,810)",OFFERS AVAILABLE, Wishlist,,"Daikin 2.02 Ton 3 Star FTKL71U Inverter Split AC (100 Percent Copper, PM 2.5 Air Purifying Filter, 3D Airflow 4 Way Swing, 52 Feet Air throw, 2023)",SafeStab VST400D Plus Digital Voltage Stabilizer for AC,View Slideshow,, Print,,,,,,,,ADD TO CART,BUY NOW,,,,,,,,,,,,,,,,,,,,,,,Specifications (Daikin 2.02 Ton 3 Star FTKL71U Inverter Split...), General Information, AC Operations, Split AC Operations, Split AC Dimensions, Certificates & Ratings, Additional Features, In The Box & Warranty, Manufacturing & Packing Information,,,,,"3M Dust, Pollen and Allergen Filter for Split Air Conditioners, UU010497988, White",,,
